sampno,recruit,language,county,futuredecisionrole,householdvehicles,housing,parkingtype,parkingpay,parkamt,parkperiod,companyvehicles,purchase10years,purchase10years2,purchase10years3,futurefirst,pevowner,householdmembers1,householdmembers2,householdmembers3,householdmembers4,householdmembers5,whyphev1,whyphev2,whyphev3,whyphev4,whyphev5,whyphev6,whyphev7,whyphev8,whyphev9,whyphev10,whyphev11,whyphev12,whyphev13,whyphev14,whyphev15,whyphev16,whyphev17,whyphev18,whyphev_x,whybev1,whybev2,whybev3,whybev4,whybev5,whybev6,whybev7,whybev8,whybev9,whybev10,whybev11,whybev12,whybev13,whybev14,whybev15,whybev16,whybev17,whybev18,whybev_x,altconcerns1,altconcerns2,altconcerns3,altconcerns4,altconcerns5,altconcerns6,altconcerns7,altconcerns8,altconcerns9,homeinstall,installcost1,installcost2,pev_charger_type1,pev_charger_type2,pev_charger_type3,pev_charger_type4,pev_charger_type5,pev_charger_type6,pev_charger_typex,chargefreq,pev07_chargemorning1,pev07_chargemorning2,pev07_chargemorning3,pev07_chargemorning4,pev07_chargemorning5,pev07_chargemorning6,pev08_chargeafternoon1,pev08_chargeafternoon2,pev08_chargeafternoon3,pev08_chargeafternoon4,pev08_chargeafternoon5,pev08_chargeafternoon6,pev09_chargeevening1,pev09_chargeevening2,pev09_chargeevening3,pev09_chargeevening4,pev09_chargeevening5,pev09_chargeevening6,pev10_chargenight1,pev10_chargenight2,pev10_chargenight3,pev10_chargenight4,pev10_chargenight5,pev10_chargenight6,pev11_variablerates,pev13_meter,pev14_specialrate,pev15_kwhrate1,pev15_kwhrate2,pev15_kwhrate3,pev15_kwhrate4,pev16_actualrange,recommend,replacecatch,rc2_replace_type,rc2_replace_newused,rc2_replace_powertrain,replacesoon,replace_veh_make,replace_price,home_fuel,replace_mpg,replace_annual,replace_primary_dr,futureaddition,futureadditioncatch,additionalveh,additional_type,additional_newused,additional_powertrain,additional_veh_make,additional_price,additionalhome_fuel,additional_mpg,additional_annual,additional_primary_dr,autoagree1,autoagree2,autoagree3,autoagree4,consideralt1,consideralt2,consideralt3,consideralt4,consideralt5,consideralt6,consideralt7,consideralt8,bevconcerns1,bevconcerns2,bevconcerns3,bevconcerns4,bevconcerns5,bevconcerns6,bevconcerns7,bevconcerns8,bevconcerns9,bevconcerns10,bevconcerns11,bevconcerns12,bevconcerns13,bevconcerns14,bevconcerns15,bevconcerns16,bevconcerns_x,phevconcerns1,phevconcerns2,phevconcerns3,phevconcerns4,phevconcerns5,phevconcerns6,phevconcerns7,phevconcerns8,phevconcerns9,phevconcerns10,phevconcerns11,phevconcerns12,phevconcerns13,phevconcerns14,phevconcerns15,phevconcerns_x,fcvconcerns1,fcvconcerns2,fcvconcerns3,fcvconcerns4,fcvconcerns5,fcvconcerns6,fcvconcerns7,fcvconcerns8,fcvconcerns9,fcvconcerns10,fcvconcerns11,fcvconcerns12,fcvconcerns13,fcvconcerns_x,topattributes1,topattributes2,topattributes3,topattributes4,topattributes5,topattributes6,topattributes7,topattributes8,topattributes9,topattributes10,topattributes11,topattributes12,topattributes13,topattributes14,topattributes15,carshare,whynocarshare,whynocarsharex,rideshare,ridesharewhy1,ridesharewhy2,ridesharewhy3,ridesharewhyx,whynorideshare,whynoridesharex,rideshareagree,futuremileage,solar,solar_future,income,region,city,zipcode,pevowner.1
345,1,1,20,1,1,2,2,2,-1.0,-1,2,0,1,0,4,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,51,20000,-1,35,6000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,5,,4,-1,-1,-1,,6,,3,4.0,2,2,3,5,Mill Valley,94941.0,0
347,1,1,49,3,2,1,2,2,-1.0,-1,2,2,0,0,3,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,15,25000,-1,20,12000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,6,,4,-1,-1,-1,,6,,5,4.0,2,2,8,1,Santa Rosa,95405.0,0
348,1,1,33,1,1,6,4,2,-1.0,-1,2,1,1,0,3,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,35,25000,-1,27,12000,1,3,-1,1,8,1,1,35,25000,2,27,12000,1,2,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,,4,-1,-1,-1,,6,,5,6.0,2,1,5,2,Moreno Valley,92553.0,0
352,1,1,16,3,3,1,1,2,-1.0,-1,2,2,1,0,2,0,0,0,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,11,2,1,48,20000,2,23,90000,2,5,5,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,1,1,0,0,1,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,,4,-1,-1,-1,,1,,3,6.0,2,2,4,5,Corcoran,93212.0,0
357,1,1,30,1,2,2,1,2,-1.0,-1,2,0,1,0,5,0,0,1,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,35,10000,1,100,8000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,1,0,1,1,0,0,Don' think that this technology will ever catch on. besides the cost of refueling is high.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,,4,-1,-1,-1,,6,,1,5.0,2,1,7,2,Foothill Ranch,92610.0,0
358,1,1,7,3,2,2,2,2,-1.0,-1,2,0,2,0,3,0,1,0,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,1,48,25000,-1,28,100000,2,5,-1,2,2,4,1,48,10000,2,35,5000,3,1,2,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,,1,0,0,0,1,1,1,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,,5,-1,-1,-1,,6,,3,2.8,2,2,7,1,Richmond,94805.0,0
360,1,1,7,3,2,1,2,2,-1.0,-1,2,0,1,0,2,0,0,0,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,35,10000,2,100,12000,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Too many parts to maintain and costly,1,0,0,0,1,1,0,1,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,,4,-1,-1,-1,,5,,1,5.0,2,1,7,1,Lafayette,94549.0,0
362,1,1,40,3,2,2,4,2,-1.0,-1,2,1,2,0,3,0,1,0,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,15,8000,-1,30,10000,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,6,,4,-1,-1,-1,,6,,4,3.5,2,2,5,6,San Luis Obispo,93401.0,0
363,1,1,40,3,3,1,1,2,-1.0,-1,2,1,1,0,3,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,53,30000,-1,35,8000,1,5,-1,1,8,1,2,53,35000,2,45,6000,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,repairs in isolated areas-desert or mtns,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,7,does not fit use or need,5,-1,-1,-1,,8,no repeat driving in city areas,5,5.0,2,2,4,6,Atascadero,93422.0,0
364,1,1,10,3,2,1,2,2,-1.0,-1,2,1,0,0,2,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,40000,-1,40,20000,1,4,-1,2,11,1,1,8,50000,2,26,20000,2,4,5,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,0,0,0,1,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,,4,-1,-1,-1,,1,,5,3.8,1,-1,5,5,Reedley,93654.0,0
366,1,1,41,1,1,6,3,2,-1.0,-1,2,1,0,0,2,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,17,15000,-1,35,5000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,,4,-1,-1,-1,,6,,3,5.0,2,2,5,1,San Mateo,94401.0,0
367,1,1,19,1,4,1,1,2,-1.0,-1,2,4,0,0,2,0,0,0,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,4,25,45000,-1,30,10000,2,2,-1,3,3,1,3,49,35000,1,40,10000,3,1,2,3,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,,2,1,0,0,,3,,2,5.0,2,1,7,2,Rowland Heights,91748.0,0
369,1,1,19,2,4,1,2,2,-1.0,-1,2,1,2,0,2,0,0,0,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,20000,-1,26,12000,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,1,1,1,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,6,,5,-1,-1,-1,,6,,5,3.5,2,2,7,2,Torrance,90502.0,0
370,1,1,57,3,3,1,2,2,-1.0,-1,2,0,4,0,3,0,0,1,1,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,21,10000,-1,24,10000,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,1,,1,1,0,0,,-1,,5,3.8,1,-1,9,4,Davis,95618.0,0
371,1,1,15,1,1,1,1,2,-1.0,-1,2,0,1,0,2,0,0,2,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,40000,-1,20,10000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,,5,-1,-1,-1,,6,,5,4.0,2,2,7,5,Bakersfield,93311.0,0
373,1,1,49,1,1,1,2,2,-1.0,-1,2,2,0,0,3,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,15,30000,-1,35,8000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,1,1,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,6,,4,-1,-1,-1,,6,,4,4.0,2,2,7,1,Sebastopol,95472.0,0
375,1,1,45,3,2,1,1,2,-1.0,-1,2,0,2,0,2,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,30000,-1,25,10000,1,3,-1,1,8,2,1,48,30000,2,25,10000,2,5,5,5,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,1,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,,5,-1,-1,-1,,6,,3,4.0,2,2,3,6,Round Mountain,96084.0,0
376,1,1,39,1,3,1,1,2,-1.0,-1,2,1,2,0,2,0,0,2,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,5,40000,-1,30,25000,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,1,0,0,1,1,0,0,0,0,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,4,,5,-1,-1,-1,,7,,4,4.0,1,-1,2,5,Lathrop,95330.0,0
377,1,1,36,3,2,1,2,2,-1.0,-1,2,0,1,0,2,0,1,0,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,1,12,15000,-1,25,5000,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,,5,-1,-1,-1,,6,,3,3.0,2,2,2,2,Apple Valley,92307.0,0
382,1,1,19,1,1,6,4,1,100.0,3,2,1,0,0,3,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,5,40000,-1,15,10000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,,1,0,0,1,1,1,0,1,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,,1,1,0,0,,-1,,5,2.0,1,-1,2,2,Los Angeles,90038.0,0
383,1,1,50,2,2,1,1,2,-1.0,-1,2,1,1,0,2,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,1,53,35000,-1,22,15000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,,0,0,0,0,1,1,1,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,6,,5,-1,-1,-1,,8,No one commutes my direction,5,4.0,2,2,7,5,Gustine,95322.0,0
